Question title,Question text,Topic,answerText,split
كيف يمكنني محاربة كآبة الشتاء بشكل أفضل؟,كل شتاء أجد نفسي حزينًا بسبب الطقس. كيف يمكنني محاربة هذا؟,كآبة,"إحدى النظريات هي أنه بدلاً من ""محاربة"" مشاعرك ، تقبل مشاعرك الحزينة واعمل معها. قد يفتح الشعور بالحزن العديد من الأبواب للتفكير والتصالح مع مصدر حزنك ، كما أعتقد أيضًا أن محاربة الدورة الطبيعية للراحة والسبات قد لا تكون ممكنة حتى للنجاح. الشتاء بالنسبة لمعظم المخلوقات هو وقت الانسحاب والتباطؤ. أجسامنا وحالاتنا المزاجية جزء من الطبيعة أيضًا. يبدو أن محاربة ما هو جزء من الطبيعة معركة شاقة سيخسرها الشخص. النقطة الأخيرة ، هناك إجازة الشتاء للتخلص من برد الشتاء والظلام. ربما يمكنك ابتكار بعض الاحتفالات الشتوية الخاصة بك ، لذا سيكون لديك عدد قليل من التجمعات تتطلع إلى استضافتها.",train
كيف يمكنني محاربة كآبة الشتاء بشكل أفضل؟,كل شتاء أجد نفسي حزينًا بسبب الطقس. كيف يمكنني محاربة هذا؟,كآبة,"في بعض الأحيان يكون الافتقار إلى أشعة الشمس حرفيًا هو الذي يمكن أن يؤثر على مزاجنا - في هذه الحالات قد يكون من المفيد تجربة مصباح الشمس لزيادة جرعتك من فيتامين (د) ، عندما لا تغرب الشمس بشكل طبيعي. ضع في اعتبارك أيضًا ، ما هو التغيير في الطقس ، الذي يتغير في حياتك؟ على سبيل المثال ، عندما تكون مشمسًا ، تكون شخصًا نشطًا في الهواء الطلق وعندما يتغير الطقس ، يتغير مستوى نشاطك بالكامل معه ، يمكنك استكشاف كيفية تكرار بعض هذا النشاط في الداخل في أشهر الشتاء.",train
كيف يمكنني محاربة كآبة الشتاء بشكل أفضل؟,كل شتاء أجد نفسي حزينًا بسبب الطقس. كيف يمكنني محاربة هذا؟,كآبة,"غيّر روتينك اليومي الإجمالي ، والطريق المختلف ، والغداء المختلف ، وبعد الظهر. اجلس في الخارج لمدة 10 دقائق ثلاث مرات كل يوم ، واستخدم ضوء العلاج خلال النهار ، وزيوت العلاج بالروائح للتنبيه ، ولكن .... حافظ على أوقات نومك الروتينية وأوقات الاستيقاظ ...... ومارس الرياضة 3 مرات على الأقل في الأسبوع ، إذا لم تشعر بتحسن بعد عدة أسابيع .... تحدث مع طبيبك.",train
كيف يمكنني محاربة كآبة الشتاء بشكل أفضل؟,كل شتاء أجد نفسي حزينًا بسبب الطقس. كيف يمكنني محاربة هذا؟,كآبة,"يمكن أن يكون الاكتئاب الموسمي صعبًا نظرًا لأن الطقس هو المحفز الأساسي. نفهم أن لدينا القليل جدًا من التحكم في الطقس ، لذلك يمكننا التركيز على الأشياء التي يمكننا تغييرها. يمكن أن تكون ممارسة الرياضة والتأمل والتخيل الموجه والتنفس العميق مفيدة لمكافحة الاكتئاب الموسمي. قد يساعدك الانضمام إلى مجموعة دعم والبحث عن علاج لمساعدتك في رحلة الشفاء هذه.",train
كيف يمكنني محاربة كآبة الشتاء بشكل أفضل؟,كل شتاء أجد نفسي حزينًا بسبب الطقس. كيف يمكنني محاربة هذا؟,كآبة,"يمكن أن يكون هناك الكثير من العوامل المختلفة التي تساهم في ذلك. فيما يلي بعض النصائح الممكنة: ضع في اعتبارك ما إذا كنت تعرف أي شيء عما يجعلك تشعر بالحزن على وجه التحديد؟ إذا كنت تبحث عن أنشطة لأنك لا تستطيع المشاركة فيما تحب القيام به في الأشهر الأكثر دفئًا ، ففكر في إيجاد بعض الأنشطة الشتوية الداخلية ، وتواصل مع الآخرين. تتمثل إحدى الأفكار في الانضمام إلى مجموعة (مثل نادي الكتاب) تجتمع بانتظام. قد يمنحك هذا شيئًا تتطلع إليه بغض النظر عن الطقس البارد ، استمتع بأشعة الشمس من الداخل. قد تلاحظ أن أحيانًا ما يخدع النساء مظهرًا مشرقًا ومشمسًا بالخارج ، ولكنه أيضًا بارد جدًا عند فتح الباب. إذا كنت تقيم بالداخل طوال اليوم ، ففكر في السماح لنفسك بالاستمتاع بضوء الشمس دون التفكير على وجه التحديد في أنه بارد أيضًا. تم تصميم أنواع معينة من الصناديق الخفيفة للمساعدة في ""كآبة الشتاء"". يمكنك العثور على مزيد من المعلومات هنا: http://www.mayoclinic.org/tests-procedures/light-therapy/home/ovc-20197416 في الآونة الأخيرة ، كان أحد الممرضات الممارسين الذين أعمل معهم يفحص الكثير من فيتامين د وفيتامين مستويات B12 وتقول إن المستويات المنخفضة من هذه الفيتامينات يمكن أن تسهم في الشعور بدافع أو طاقة أقل مما هو مرغوب فيه. كل واحد منا لديه أيام لا نشعر فيها بالإثارة تجاه الطقس وقد نشعر بنوع من ""الارتباك"" أو ""الإحباط"". "" إذا وجدت نفسك تعاني من هذه الأيام بشكل متكرر أو لعدة أيام متتالية في الاستراتيجيات المذكورة أعلاه ، ففكر في التحدث مع معالج حول استراتيجيات أكثر تحديدًا قد تكون مفيدة لك. أيضًا ، لأنه إذا كان من المحتمل أن يعيش كل شيء في منطقتك ، فسيكونون على دراية بأنماط الطقس في مكانك وقد يكون لديهم بعض النصائح التي يستخدمونها لأنفسهم أو مع عملاء آخرين.",train
كيف أعود للوقوف على قدمي وأنا في طلاق سيء؟,"أنا في طلاق. إنه غاضب للغاية. يرفض مساعدتي جسديًا مع ابنتنا المراهقة. ليس لدي دعم عائلي ممتد. في كثير من الأحيان ، أشعر بالإرهاق والتعب والفتور. أشعر بالخروج عن السيطرة والحزن والاكتئاب على أساس يومي. أنا فقط أمر بحركات الحياة كل يوم. أنا في منتصف الخمسينيات من عمري. لدي ما يقرب من 29 عامًا في عملي. كيف يمكنني التعامل مع هذا؟",كآبة,"غالبًا ما يكون الخضوع للطلاق نقطة منخفضة جدًا بالنسبة للأشخاص المعنيين. إن الشعور الآن أكثر شدة لضغوط الأبوة والأمومة بنفسك ، وليس أن هذه مشكلة مفاجئة؟ هذا مهم لأنك قد تكون أكثر دراية وقدرة مما تمنحه لنفسك. إن الافتقار إلى الدعم العاطفي أمر مرهق بالتأكيد ، فقد تظل مهاراتك الأبوية في المستوى الذي كانت عليه قبل الطلاق ، خذ تعبك العاطفي على محمل الجد وفكر في الطرق المختلفة المتاحة لتخفيف التوتر والتي تهمك. وقتًا إضافيًا للراحة ، اعتني بنفسك وكن مرنًا في العثور على ما هو مناسب لتحقيق الاستقرار لنفسك. نظرًا لأنك تتحدث عن ابنتك وتساعد بطرق جسدية ، إذا كنت بحاجة إلى مسألة قوة ، فتحدث مع محاميك حتى يتمكن الطفل يتضمن اتفاق الحضانة كل ما هو ضروري جسديًا من حيث القوة ، في رعاية ابنتك. المحاكم جيدة جدًا في بذل الجهود التي توفرها اتفاقية الحضانة الرعاية المناسبة للأطفال.",train
كيف أعود للوقوف على قدمي وأنا في طلاق سيء؟,"أنا في طلاق. إنه غاضب للغاية. يرفض مساعدتي جسديًا مع ابنتنا المراهقة. ليس لدي دعم عائلي ممتد. في كثير من الأحيان ، أشعر بالإرهاق والتعب والفتور. أشعر بالخروج عن السيطرة والحزن والاكتئاب على أساس يومي. أنا فقط أمر بحركات الحياة كل يوم. أنا في منتصف الخمسينيات من عمري. لدي ما يقرب من 29 عامًا في عملي. كيف يمكنني التعامل مع هذا؟",كآبة,"أنت في خضم وقت عصيب حقًا ويبدو أنه ليس لديك أي مساعدة على الإطلاق. ابحث عن مجموعة دعم محلية من خلال مراكز الإرشاد المجتمعي. إذا لم تتمكن من العثور على مجموعة ، على الأقل ادخل لرؤية معالج يمكنه مساعدتك في إدارة التوتر والانزعاج بشكل أفضل. لا يعني حزنك واكتئابك ومشاعرك الخارجة عن السيطرة أن هناك شيئًا خاطئًا معك - بل تعني فقط أن ظروفك أكبر من أن تتعامل معها مواردك الحالية ، لذا احصل على بعض المساعدة. اعتني بك وستتمكن من تجاوز ذلك.",train
كيف أجد نفسي مرة أخرى؟,"أنا فقط لا أعرف ما أريده في الحياة بعد الآن. لا يمكنني معرفة ما يجعلني مشتتًا وغير مركّز. لا يمكنني وضع الأمور في نصابها على الإطلاق. أنا عالق فقط ، وأشعر بخيبة أمل بسبب قلة الإنجازات.",كآبة,"إذا كنت من النوع الذي يرضي الناس أو من يقوم برعايتك بشكل طبيعي ، فيمكنك أن ""تفقد نفسك"" ببطء بمرور الوقت إذا كنت تهتم دائمًا باحتياجات الآخرين وتهمل نفسك. إذا كان هذا يبدو وكأنه نمط مألوف بالنسبة لك ، فقد يكون هذا قد حدث دون أن تدرك ذلك إذا كنت قد نشأت في أسرة حيث كان عليك أن تلتقط فترة الركود. ربما كان والداك مدمنين أو ربما كانا يعملان طوال الوقت وتعلمت ""الاهتمام بكل شيء"" لأن هذا هو ما كان عليك القيام به لمساعدة الأسرة على العمل بسلاسة. بمرور الوقت ، يتعلم الشخص الذي ينشأ في هذا النوع من البيئة أنك تضع احتياجات الآخرين قبل احتياجاتك. قد تكون أيضًا عالقًا في هذه الأنواع من الأنماط في العلاقات الحميمة ؛ إذا سلمت نفسك بالكامل لشريكك المهم ولم تنشئ حياة لنفسك مع اهتماماتك الخاصة وأصدقائك الداعمين ، فأنت معرض لخطر فقدان ما هو فريد ومدهش عنك. إذا نشأت في عائلة تعلمت فيها هذا الدور بسبب البقاء على قيد الحياة أو لأنه كان ضروريًا لرعاية أسرتك ، فمن السهل إعادة إنشاء هذا في علاقات البالغين. في كلا السيناريوهين ، إذا لم يكن هناك وعي بأن هذا "" إن التضحية بالنفس على حساب الآخرين ""مستمرة ، وتتشكل هويتك حول كونك راعيًا / ممكّنًا / ممتعًا للناس ، وفي المستقبل يمكن أن تؤدي إلى الاكتئاب وتدني احترام الذات والشعور بالارتباك بالذات. في الأساس ، تقضي الكثير من الوقت في مساعدة الآخرين بحيث لا تخصص وقتًا لنفسك أو تخلق حياة مليئة بالإنجاز. قبل أن تدرك ذلك ، كنت تعيش حياة للآخرين بدلاً من نفسك وليس لديك أي فكرة عن هويتك. إن دعم الأحباء والأصدقاء أمر مهم ومثير للإعجاب بالتأكيد ، ولكن إذا كنت دائمًا ذلك الشخص الذي ينقذ ، فإن أولئك الذين يعتمدون عليك يبدأون في الاستفادة منك وسوف يمتصونك حتى تجف إذا سمحت لهم بذلك. في الختام ، يصبح تعلم وضع حدود مع من هم في حاجة ماسة جدًا في حياتك جزءًا مهمًا حقًا من العملية عندما تبدأ في إدراك أنك غير سعيد وغير محقق في الحياة. يبدو أنك قد تكون عند مفترق طرق الآن. خذ خطوة واحدة صغيرة في كل مرة. حدد أسوأ الجناة في حياتك الذين يمتصون الوقت والطاقة ، ويحد من اتصالك و / أو ضع بعض الحدود القوية مع هؤلاء الأشخاص حتى تتمكن من إعادة التركيز والقيام ببعض البحث عن النفس. في هذه الأثناء ، انخرط في أنشطة ممتعة مع الأشخاص الذين تستمتع بالتواجد معهم ، وانطلق في الهواء الطلق ، واحصل على قسط من النوم الجيد ، وتناول بعض الأطعمة المغذية!",val
كيف أجد نفسي مرة أخرى؟,"أنا فقط لا أعرف ما أريده في الحياة بعد الآن. لا يمكنني معرفة ما يجعلني مشتتًا وغير مركّز. لا يمكنني وضع الأمور في نصابها على الإطلاق. أنا عالق فقط ، وأشعر بخيبة أمل بسبب قلة الإنجازات.",كآبة,"امنح نفسك الفضل لما تعرفه بالفعل ، على سبيل المثال ، أنت تعرف أنك غير متأكد من اتجاه حياتك. تخلص من أي ضغوط على نفسك لتقرر إجابة في فترة زمنية معينة. يستغرق عمل التفكير الداخلي وقتًا وله مساره الخاص. ثق في أن الإجابات ستظهر بمجرد قيامك بالعمل لفهم نفسك والظروف والعلاقات في حياتك. من خلال ما تصفه ، فإن اهتمامك هو تغيير الحياة على نطاق واسع. يتمثل أحد الاتجاهات في البدء بجزء واحد محدد فقط من حياتك ترغب في تغييره. من خلال فحص منطقة واحدة بالتفصيل ، ستكتسب الثقة بالنفس والثقة في التعامل مع حياتك. وستكون لديك وضوح فيما يتعلق بالمجال الذي يجب تغييره أولاً.",val
كيف أجد نفسي مرة أخرى؟,"أنا فقط لا أعرف ما أريده في الحياة بعد الآن. لا يمكنني معرفة ما يجعلني مشتتًا وغير مركّز. لا يمكنني وضع الأمور في نصابها على الإطلاق. أنا عالق فقط ، وأشعر بخيبة أمل بسبب قلة الإنجازات.",كآبة,"شكرا لك للمشاركة! قد يكون من المربك للغاية عدم معرفة ما تريد وإلى أين تتجه. في بعض الأحيان ، نركز بشدة على شيء لم نحققه بعد أو على مقارنة أنفسنا بالآخرين حتى نفقد الاتصال بما نريده ونحتاجه بالفعل. في مثل هذه الأوقات ، من المهم العودة إلى الأساسيات. جرب هذا التمرين البسيط ، خذ بضع دقائق لتدوين كل مسؤولياتك الحالية. على سبيل المثال: إعداد وجبات الطعام ، إكمال الواجبات المنزلية ... إلخ. ثم في العمود المجاور له ، اكتب الأشياء التي تفعلها لنفسك لإعادة شحن نفسك والاستمتاع بوقتك. هل قائمة مسؤولياتك أطول بكثير من قائمة الأشياء التي تقوم بها لنفسك؟ من السهل أن تضيع في بحر المسؤوليات وتنفصل عما تريده وتحتاجه. لإصلاح ذلك ، اكتب قائمة أخرى بالأشياء التي استمتعت بفعلها في الماضي لنفسك وابدأ في دمجها في جدولك الزمني بشكل منتظم. سيساعدك هذا على إعادة التواصل مع نفسك ، وإضفاء التركيز والوضوح على حياتك.",val
كيف أجد نفسي مرة أخرى؟,"أنا فقط لا أعرف ما أريده في الحياة بعد الآن. لا يمكنني معرفة ما يجعلني مشتتًا وغير مركّز. لا يمكنني وضع الأمور في نصابها على الإطلاق. أنا عالق فقط ، وأشعر بخيبة أمل بسبب قلة الإنجازات.",كآبة,"تحقق من هذه المدونة: قائمة الأصدقاء المكونة من أربع طرق لإضافة احترام الذات ، آمل أن تجد القليل من المساعدة في هذا.",val
كيف أجد نفسي مرة أخرى؟,"أنا فقط لا أعرف ما أريده في الحياة بعد الآن. لا يمكنني معرفة ما يجعلني مشتتًا وغير مركّز. لا يمكنني وضع الأمور في نصابها على الإطلاق. أنا عالق فقط ، وأشعر بخيبة أمل بسبب قلة الإنجازات.",كآبة,"يبدو أنك ستستفيد من التحدث مع أخصائي صحة نفسية محلي حتى تتمكن من مناقشة بعض التفاصيل. بعد أن قلت ذلك ، أتساءل عما إذا كان بإمكانك التفكير في كيفية تعريف نفسك لشخص لا يعرفك. على سبيل المثال ، صادق ، قابل للتكيف ، يحب المرح ، يمكن الاعتماد عليه ، عطوف ، منفتح ، متفاني ، إلخ. إذا كنت تبحث عن قائمة من الصفات ، فجرّب هذه: https://www.englishclub.com/vocabulary/adjectives -شخصية-إيجابية. htm. هناك قائمة سلبية هنا أيضًا. إذا كنت ستستخدمها ، فحاول استخدام ثلاثة إيجابية لكل من السلبية. يمكنك أيضًا محاولة أن تسأل نفسك عما تحبه في نفسك و / أو ما يحبه الآخرون فيك. في بعض الأحيان يكون من الأسهل التفكير فيما يراه الآخرون على أنه نقاط إيجابية لدينا ، وإذا كان ذلك صعبًا بالنسبة لك ، فحاول أن تطلب من شخص تثق به مساعدتك في القائمة ، والفكرة هنا هي النظر إلى علاقتك بنفسك. لا أقصد هذا بطريقة تتحدث مع نفسك وتتلقى إجابات ، بل أنظر إلى نفسك بطريقة تستحق نفس النوع من المحبة والرحمة التي تمنحها للآخرين أو تريد أن يتمتع بها الآخرون. أشعر بالفضول أيضًا لمعرفة ما إذا كنت تأكل وتنام جيدًا ، لأن هذه الأشياء يمكن أن تؤثر حقًا على تركيزك والعديد من التغييرات الأخرى ، مثل الاختلافات في عواطفك. أيضًا ، إنك تقول إنك تكافح من أجل وضع الأمور في نصابها يقودني إلى الاعتقاد بأنك تمر ببعض الأشياء في الوقت الحالي والتي ليست نموذجية بالنسبة لك ، إذا كان الأمر كذلك ، ففكر في من لديك الدعم والقدرة على التحدث عما أنت ضع في اعتبارك تأمل ميتا هنا للمساعدة في منح نفسك اللطف المحب: http://www.mettainstitute.org/mettameditation.html",val
هل تمني ألا أكون قد ولدت علامة على شيء أعمق؟,"أنا لست انتحاريًا ولن أنتهي بحياتي ، لكن في بعض الأحيان ، كنت أتمنى أن يقع حادث وأتعامل معه. أشعر وكأنني لا يجب أن أكون هنا وأتمنى ألا أكون قد ولدت ، لذا لم يكن عليّ أن أعيش حياتي. بالنسبة لي ، هذا عمل روتيني ، لكني لا أعرف ما إذا كان هذا طبيعيًا أم علامة على شيء ما.",كآبة,"تبدو كعلامة على تعاسة كبيرة ، أو حزن ، أو انعدام الأمن ، والطريقة الحقيقية التي ستكتشف بها ما يدور حوله هذا الشعور هي أن تسأل نفسك سؤالك الخاص. بداخلك هو الشخص الوحيد الذي سيشعر عندما تكتشف الإجابة الصحيحة على سؤالك. يشعر الجميع بقدر من السخط في حياتهم من حين لآخر. من الطبيعي ألا تشعر بالسعادة الكاملة طوال الوقت ، فحاول قبول تعاستك كحافز لمعرفة المزيد عن نفسك ، وماذا تحب ، ومن تحب. و سعيد.",test
أنا جد غير سعيد بكل شيء في حياتي ولكني أعلم أنه ليس لدي أي سبب للشعور بهذه الطريقة,لا أستطيع حتى الابتسام أو التزييف. لا أشعر بالسعادة حيال أي شيء ولا يمكنني إظهار الحب تجاه شخص آخر ولا حتى صديقتي. أنا أكره نفسي في بعض الأحيان. كل ما أراه قبيح. لا يمكنني التغلب على فقدان أحد أفراد أسرته ولست قريبًا من عائلتي. ماذا بإمكاني أن أفعل؟,كآبة,"ثق في مشاعرك وصدقها ، فالعواطف حقيقية وتعكس ما يشعر به شخص ما حيال موقف ما ، نظرًا لأنك حزين لفقدان أحد أفراد أسرته ، تحلى بالصبر مع مشاعرك حيال ذلك. في الأساس ، استرشد بما تشعر به وستشعر في النهاية بمشاعر مختلفة أتمنى أن تكون أكثر سعادة.",train
كيف يمكنني مساعدة صديقتي؟,صديقتي توقفت عن الشرب وأصبحت مكتئبة حقًا. أخبرتني أنها تريد الانتقال. ماذا أفعل لمساعدتها؟ اريدها ان تبقى,كآبة,"ربما لن تعجبك إجابتي ، فسؤالك يقول الكثير عما تريده وليس ما تريده أو ما هو الأفضل لها. في بعض الأحيان ، ما هو أفضل بالنسبة للشخص هو أصعب شيء ، وقد يكون عكس ما تريده تمامًا. لا يحدث الإدمان في فراغ. إذا كان لديك أي خبرة مع المدمنين على الإطلاق ، فأنا متأكد من أنك سمعت بمصطلح ""التمكين"". في كثير من الأحيان ، عندما يعتقد الناس أنهم ""يساعدون"" ، فإنهم في الواقع يمكّنون المدمن من مواصلة سلوكه المدمر للذات. هناك حاجة إلى الحب القاسي والحدود الواضحة في كثير من المواقف ، ولكن بشكل خاص مع الإدمان. غالبًا ما تكون العائلة والأصدقاء أكبر عامل مساهم في اختيار الشخص للشرب أو الاستمرار في ذلك أو العودة إليه مرة أخرى. قلت أنها مكتئبة. تريد أن تتحرك. عندما يتلقى الشخص المشورة بشأن الإدمان ، يتم تشجيعه على إجراء تغييرات من هذا القبيل. إنهم بحاجة إلى التخلص من هذه العادة ، وهذا يعني إبعاد الناس عن حياتهم في بعض الأحيان. يعني الانتقال إلى مواقع جديدة. يجب تحديد أي شيء قد يؤدي إلى الانتكاس وإزالته. ليس ذلك فحسب ، بل يحتاج المدمن إلى القيام بالكثير من التفكير الشخصي لمعرفة سبب تعاطيه / شربه في المقام الأول ، وليس فقط كسر الإدمان الجسدي عليه ، بل التعامل مع أي سبب جذري أدى به إلى ذلك. استخدم في المقام الأول. قد تحتاج إلى بعض الوقت بمفردها لمعرفة من هي كشخص ، والوقت لاتخاذ بعض القرارات لنفسها والقيام بما تحتاج إلى القيام به لتكون بصحة جيدة. لا تضغط عليها للبقاء. دعها تتمتع بحرية فعل ما تريد القيام به. إذا بقيت ، يجب أن يكون القرار لها هي وحدها. ليس من الضروري أن يتم الضغط عليه. هذا لن يؤدي إلا إلى الاستياء. ادعمها ، لكن لا تحاول تغييرها أو تجعلها تفعل أي شيء ، خاصة لأسباب أنانية. اسمح لها أن تذهب. يبدو أنها تحتاج إلى بعض الوقت للتركيز على نفسها الآن. لن تكون فكرة سيئة بالنسبة لك أن تفعل الشيء نفسه.",test
كيف يمكنني مساعدة صديقتي؟,صديقتي توقفت عن الشرب وأصبحت مكتئبة حقًا. أخبرتني أنها تريد الانتقال. ماذا أفعل لمساعدتها؟ اريدها ان تبقى,كآبة,"أود أن أقول تحدث معها عن اكتئابها. أفضل شيء يمكنك فعله هو إخبارها أنك موجود من أجلها كنظام دعم. أود أن أشجعها على التحدث أكثر إذا كان ذلك يساعدها ويشجعها على المشاركة في القيام بالأنشطة التي تحب القيام بها. أيضًا ، يعد التواصل في مجتمع من الأشخاص أمرًا مهمًا للمساعدة في الشعور بالاكتئاب. شجعها على التحدث مع معالج أو مستشار لمعالجة اكتئابها لأنها أحدثت تغييرًا كبيرًا في حياتها من خلال اتخاذ قرارها بالتوقف عن الشرب. قد تعتقد أن الانتقال هو الأفضل للمساعدة في ذلك. يمكنك مشاركة رغبتك في أن تبقى معها والتعبير لها عن شعورك. في النهاية ، سيتعين عليك احترام حدودها والقرار الذي تختار اتخاذه. قد ترغب في التحرك وقد يكون هذا هو ما تشعر أنه الأفضل لحياتها. إذا اختارت الانتقال فسيكون هذا قرارها. يبدو أنها تحاول أن تفعل ما سيجعلها سعيدة. ربما يسبب لها البقاء في المدينة التي تتواجد بها حاليًا المزيد من مشاعر الحزن.",test
كيف يمكنني مساعدة صديقتي؟,صديقتي توقفت عن الشرب وأصبحت مكتئبة حقًا. أخبرتني أنها تريد الانتقال. ماذا أفعل لمساعدتها؟ اريدها ان تبقى,كآبة,"غالبًا ما يكون للناس قيم وآراء مختلفة جدًا عندما يشربون بإفراط وعندما يتوقفون عن الشرب كثيرًا ، هل شارك كلاكما الشرب كنشاط؟ إذا كانت الإجابة بنعم ، فهل توقفت عن الشرب أيضًا؟ بمجرد أن تتغير شروط أي علاقة ، فإن أحد الاحتمالات هو أنها تنحل ، وأفضل طريقة للذهاب هي أن تبدأ محادثة عما تريده حقًا. هذه هي الطريقة الوحيدة لتعرف أفكارك حقًا ، اطلب منها التفكير بجدية ومناقشة على مدى بضعة أسابيع أو أشهر على الأقل للابتعاد عنك. هذا طلب عادل لأنك في علاقة. إذا تغيرت كثيرًا بالتخلي عن الشرب ، وهو أمر ممكن ، لدرجة أنها لم تعد ترغب في أن تكون على علاقة بك ، فمن الأفضل أن تكون بدون شرب gf ، حتى إذا كانت الحقيقة التي تقدمها مؤلمة.",test
كيف يمكنني مساعدة صديقتي؟,صديقتي توقفت عن الشرب وأصبحت مكتئبة حقًا. أخبرتني أنها تريد الانتقال. ماذا أفعل لمساعدتها؟ اريدها ان تبقى,كآبة,"بعد التوقف عن تعاطي الكحول ، تنتشر أعراض الاكتئاب. قد تستفيد من استكشاف سبب رغبتها في الحركة ومعرفة ما إذا كانت ستظل ترغب في التحرك إذا لم تشعر بالاكتئاب. يمكن أن تكون الاجتماعات المكونة من 12 خطوة مفيدة أيضًا.",test
كيف يمكنني مساعدة صديقتي؟,صديقتي توقفت عن الشرب وأصبحت مكتئبة حقًا. أخبرتني أنها تريد الانتقال. ماذا أفعل لمساعدتها؟ اريدها ان تبقى,كآبة,"يجب أن تبدأ بالتحدث معها حول ما جعلها محبطة. هل كانت هناك بعض الأحداث المهمة في حياتها والتي أثرت عليها؟ هل كانت أحداثًا مهمة في علاقتك يمكن أن تؤثر عليكما؟ إذا توقفت عن الشرب للتو ، فقد تواجه صعوبة في إيجاد سلوك بديل وأكثر صحة. هذا شيء يمكنكما استكشافه معًا. أيضًا ، إذا لزم الأمر ، يمكنها التحدث إلى معالج لمناقشة مشاعرها حول الإقلاع عن الكحول. يبدو أنك تهتم حقًا ويمكنها الآن استخدام كل الدعم الذي يمكنها الحصول عليه على الرغم من دفعك بعيدًا.",test
هل من الطبيعي أن تقوم بدور أحد الوالدين وتشعر بالأذى والانكسار عندما كنت مراهقًا؟,"أنا في سن المراهقة. والدي كان في السجن منذ خمس سنوات. إنه أمر صعب ، لكن والدتي تحاول حقًا أن تمنح حياة طبيعية لأخواتي ، وأخي ، وأنا أشعر وكأنني توليت دور الوالدين عندما أكون ثاني أصغرهم ، ولست مستقرًا. أمي وأخواتي يقولون إنني مفرط في الدراما. أنا فقط مؤلم للغاية ، وأنا أستمر في الانهيار.",كآبة,"يتعامل كل شخص مع نفسه بشكل مختلف في أي موقف ، نظرًا لأنك على استعداد للتحدث عن ما تشعر به ، استمر في البحث عن المدونات والمنتديات حول أي موضوعات تشعر أنها تصف ظروفك الحالية. الطريقة المعاكسة لك. ابحث عن طريقك الخاص لدعم الآخرين وربما المعالج. بهذه الطريقة ستحصل على الفهم والتحقق الذي لا تريد والدتك وأختك منحك إياه الآن.",train
هل من الطبيعي أن تقوم بدور أحد الوالدين وتشعر بالأذى والانكسار عندما كنت مراهقًا؟,"أنا في سن المراهقة. والدي كان في السجن منذ خمس سنوات. إنه أمر صعب ، لكن والدتي تحاول حقًا أن تمنح حياة طبيعية لأخواتي ، وأخي ، وأنا أشعر وكأنني توليت دور الوالدين عندما أكون ثاني أصغرهم ، ولست مستقرًا. أمي وأخواتي يقولون إنني مفرط في الدراما. أنا فقط مؤلم للغاية ، وأنا أستمر في الانهيار.",كآبة,"يبدو أن لديك الكثير من الوزن على كتفيك ، فأنا لست متأكدًا مما تقصده عندما تقول إنك غير مستقر وأنك تنهار. إذا كنت تبكي لأنك حزين ، فلا بأس بذلك. إذا كنت تبكي كثيرًا أو تواجه صعوبة في الأكل أو النوم ، فهذا يختلف عن مجرد البكاء أحيانًا لأنك حزين. قد يكون من المفيد التحدث مع أخصائي صحة نفسية محلي في منطقتك. يمكنهم مساعدتك في معرفة ما يمكنك القيام به بشكل مختلف للحصول على الدور الذي تريده في عائلتك بينما تدعم نفسك أيضًا وما تريده.",train
لماذا أشعر أنني لست أكثر من زوجة وأمي؟,"أنا في منتصف العشرينات من عمري مع زوج وأطفال. أنا أحب عائلتي ، لكني أشعر أنني فقدت هويتي ، ولا أعرف من أنا سوى أم وزوجة. في بعض الأحيان ، كل ما يمكنني التفكير فيه هو ما تخليت عنه وكيف أشعر بالتعاسة والمحاصرة ، لكنني أعلم أنني سأشعر بأنني أسوأ بدونهم. أنا أكره نفسي في بعض الأحيان. لدي حياة رائعة ، فلماذا لا أستمتع بها فقط؟",كآبة,"من الجيد لك أن تكون حساسًا لاحتياجاتك الإنسانية للتطور الشخصي. وفي حالتك ، من أجل أن تشعر بنموك الخاص ، فإن مجالات أخرى من أنت تحتاج إلى اهتمامك. امنح نفسك الوقت للسماح لاهتمامك بالتجول من أجل العثور على مجال النمو الذي يرضيك. الآن بعد أن كنت ترغب في أكثر من وضعك الحالي ، ثق بنفسك لتعلم أنك ستعرف أيضًا متى وصلت إلى طريق آخر تود أن تسلكه من أجل سعادتك.",train
